ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
911	"ENSG00000196465.10"	"MYL6B"	chr12	+	56154812	56155198	56154812	56154840	56155054	56155198	911	0,0	168,222	29,0	103,74	289	75	4.08600722146e-07	1.03167959811e-06	0.0,0.0	0.068,0.0	-0.034
912	"ENSG00000197223.11"	"C1D"	chr2	-	68045987	68046410	68045987	68046043	68046343	68046410	912	0,5	0,0	24,13	0,1	375	75	1	1.0	NA,1.0	1.0,0.722	0.139
914	"ENSG00000126088.13"	"UROD"	chr1	+	45013135	45013354	45013135	45013215	45013291	45013354	914	42,24	158,190	99,64	89,79	151	75	1.11022302463e-16	5.55275020861e-16	0.117,0.059	0.356,0.287	-0.234
915	"ENSG00000126088.13"	"UROD"	chr1	+	45013908	45014836	45013908	45014070	45014735	45014836	915	232,187	3,0	352,468	0,0	740	75	0.451433825501	0.567593214143	0.887,1.0	1.0,1.0	-0.056
916	"ENSG00000115159.15"	"GPD2"	chr2	+	156578888	156579164	156578888	156579001	156579085	156579164	916	6,0	22,32	0,0	15,10	159	75	0.047857967192	0.0695743392911	0.114,0.0	0.0,0.0	0.057
919	"ENSG00000184840.11"	"TMED9"	chr5	+	177593649	177594285	177593649	177593775	177594138	177594285	919	9,13	510,506	17,31	285,310	438	75	0.170541959397	0.230925236887	0.003,0.004	0.01,0.017	-0.01
920	"ENSG00000125826.20"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094	920	34,15	18,24	151,108	27,20	436	75	3.56701501225e-07	9.04673859716e-07	0.245,0.097	0.49,0.482	-0.315
921	"ENSG00000132603.13"	"NIP7"	chr16	+	69340005	69340332	69340005	69340092	69340193	69340332	921	3,8	198,278	5,3	168,170	176	75	1	1.0	0.006,0.012	0.013,0.007	-0.001
922	"ENSG00000003436.15"	"TFPI"	chr2	-	187484123	187484987	187484123	187484216	187484810	187484987	922	0,0	13,20	0,4	0,0	669	75	1	1.0	0.0,0.0	NA,1.0	-1.0
924	"ENSG00000178971.13"	"CTC1"	chr17	-	8229141	8229446	8229141	8229206	8229301	8229446	924	3,1	12,13	35,46	17,12	170	75	2.13549944394e-09	6.51001446285e-09	0.099,0.033	0.476,0.628	-0.486
925	"ENSG00000178971.13"	"CTC1"	chr17	-	8229890	8230468	8229890	8229922	8230293	8230468	925	24,16	1,0	53,41	0,0	446	75	1	1.0	0.801,1.0	1.0,1.0	-0.099
926	"ENSG00000178971.13"	"CTC1"	chr17	-	8229890	8230468	8229890	8229968	8230293	8230468	926	13,15	23,18	53,26	27,41	400	75	0.116576035064	0.161588659215	0.096,0.135	0.269,0.106	-0.072
929	"ENSG00000107929.14"	"LARP4B"	chr10	-	806913	813213	806913	808272	812920	813213	929	3085,3628	5,0	2986,2766	0,0	4723	75	0.124147474327	0.171384074315	0.907,1.0	1.0,1.0	-0.046
930	"ENSG00000159348.12"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202965993	202966527	202966600	930	29,12	89,30	134,36	55,19	609	75	5.21804821574e-15	2.42746462201e-14	0.039,0.047	0.231,0.189	-0.167
931	"ENSG00000159348.12"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202966109	202966527	202966600	931	28,4	0,0	110,26	6,0	493	75	0.000427239666145	0.000808304126033	1.0,1.0	0.736,1.0	0.132
932	"ENSG00000141497.13"	"ZMYND15"	chr17	+	4743766	4744107	4743766	4743847	4743990	4744107	932	0,0	2,0	8,0	0,0	218	75	1	1.0	0.0,NA	1.0,NA	-1.0
934	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15398629	15399410	15398629	15398766	15399301	15399410	934	33,27	0,1	395,309	7,0	610	75	0.0657761307991	0.093737196892	1.0,0.769	0.874,1.0	-0.052
936	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403657	15403715	936	245,264	6,3	344,226	7,6	177	75	0.500693864211	0.622814057273	0.945,0.974	0.954,0.941	0.012
937	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403555	15404009	15404042	937	254,263	0,2	404,248	0,0	529	75	0.439169348827	0.555049910166	1.0,0.949	1.0,1.0	-0.026
938	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403715	15404009	15404042	938	20,10	50,44	75,41	49,47	369	75	5.03001812868e-07	1.25880188393e-06	0.075,0.044	0.237,0.151	-0.135
939	"ENSG00000177054.13"	"ZDHHC13"	chr11	+	19166301	19170568	19166301	19166385	19170410	19170568	939	17,7	41,28	318,314	34,12	4100	75	0	0.0	0.008,0.005	0.146,0.324	-0.228
940	"ENSG00000129422.14"	"MTUS1"	chr8	-	17653424	17654666	17653424	17653498	17654560	17654666	940	0,0	15,29	5,10	6,33	1137	75	0.0411250323463	0.0601466881344	0.0,0.0	0.052,0.02	-0.036
947	"ENSG00000177685.16"	"CRACR2B"	chr11	+	830865	831295	830865	831032	831223	831295	947	1,0	2,0	10,10	0,0	266	75	1	1.0	0.124,NA	1.0,1.0	-0.876
952	"ENSG00000106077.18"	"ABHD11"	chr7	-	73737220	73737735	73737220	73737391	73737561	73737735	952	13,23	15,13	53,72	28,0	245	75	0.00700423335638	0.0113538789872	0.21,0.351	0.367,1.0	-0.403
954	"ENSG00000147140.15"	"NONO"	chrX	+	71297835	71298508	71297835	71297938	71298468	71298508	954	256,125	768,1146	2105,2223	436,346	605	75	0	0.0	0.04,0.013	0.374,0.443	-0.382
955	"ENSG00000137713.15"	"PPP2R1B"	chr11	-	111742052	111742665	111742052	111742144	111742522	111742665	955	1,0	160,185	15,21	61,93	453	75	6.84271475038e-08	1.85902874338e-07	0.001,0.0	0.039,0.036	-0.037
956	"ENSG00000156515.21"	"HK1"	chr10	+	69384332	69384915	69384332	69384481	69384795	69384915	956	11,8	163,244	19,7	114,56	389	75	0.000866653005784	0.00157051953449	0.013,0.006	0.031,0.024	-0.018
957	"ENSG00000163346.16"	"PBXIP1"	chr1	-	154951470	154951921	154951470	154951535	154951794	154951921	957	9,7	25,17	20,0	7,19	334	75	0.681914283511	0.817430606002	0.075,0.085	0.391,0.0	-0.116
958	"ENSG00000102886.14"	"GDPD3"	chr16	-	30112657	30113064	30112657	30112793	30113021	30113064	958	6,1	2,3	49,24	0,7	303	75	0.00647844819334	0.0105267033802	0.426,0.076	1.0,0.459	-0.479
959	"ENSG00000166411.13"	"IDH3A"	chr15	+	78156907	78157631	78156907	78157162	78157547	78157631	959	12,38	1,9	139,92	3,9	460	75	0.0394211299648	0.0578290096589	0.662,0.408	0.883,0.625	-0.219
962	"ENSG00000187778.13"	"MCRS1"	chr12	-	49566076	49566841	49566076	49566215	49566721	49566841	962	47,45	98,125	163,299	75,54	581	75	2.00950367457e-14	8.93229643827e-14	0.058,0.044	0.219,0.417	-0.267
964	"ENSG00000177106.14"	"EPS8L2"	chr11	+	709552	710486	709552	709608	710421	710486	964	0,3	0,0	48,6	12,0	888	75	1	1.0	NA,1.0	0.253,1.0	0.373
969	"ENSG00000162512.15"	"SDC3"	chr1	-	30876551	30878740	30876551	30877165	30878622	30878740	969	41,53	30,39	162,388	26,3	1532	75	0.000104064489228	0.000211923720563	0.063,0.062	0.234,0.864	-0.487
971	"ENSG00000107104.18"	"KANK1"	chr9	+	732377	734835	732377	732617	734747	734835	971	6,20	22,9	110,36	21,22	2205	75	3.19148218384e-05	6.9431604717e-05	0.009,0.07	0.151,0.053	-0.062
972	"ENSG00000132522.15"	"GPS2"	chr17	-	7313028	7313291	7313028	7313097	7313211	7313291	972	111,82	5,0	144,92	0,0	189	75	0.051922189302	0.074937422384	0.898,1.0	1.0,1.0	-0.051
973	"ENSG00000132522.15"	"GPS2"	chr17	-	7313028	7313291	7313028	7313124	7313211	7313291	973	10,12	187,196	39,40	88,158	162	75	4.67614835742e-12	1.74507690349e-11	0.024,0.028	0.17,0.105	-0.112
974	"ENSG00000132522.15"	"GPS2"	chr17	-	7313567	7313988	7313567	7313721	7313905	7313988	974	87,86	178,190	331,202	51,92	259	75	2.92482704722e-10	9.48683156863e-10	0.124,0.116	0.653,0.389	-0.401
975	"ENSG00000132522.15"	"GPS2"	chr17	-	7313567	7314159	7313567	7313988	7314079	7314159	975	44,26	123,175	137,44	81,47	166	75	2.75601763633e-12	1.04457989877e-11	0.139,0.063	0.433,0.297	-0.264
976	"ENSG00000132522.15"	"GPS2"	chr17	-	7314487	7315119	7314487	7314597	7314958	7315119	976	26,50	91,85	167,98	49,36	436	75	0	0.0	0.047,0.092	0.37,0.319	-0.275
977	"ENSG00000115226.9"	"FNDC4"	chr2	-	27493929	27494466	27493929	27494134	27494350	27494466	977	0,8	55,58	0,0	34,0	291	75	1	1.0	0.0,0.034	0.0,NA	0.017
979	"ENSG00000104313.17"	"EYA1"	chr8	-	71321733	71322268	71321733	71321876	71322198	71322268	979	0,1	2,20	6,0	0,0	397	75	1	1.0	0.0,0.009	1.0,NA	-0.996
980	"ENSG00000104313.17"	"EYA1"	chr8	-	71321733	71322268	71321733	71321879	71322198	71322268	980	0,0	20,16	6,0	14,0	394	75	1	1.0	0.0,0.0	0.075,NA	-0.075
984	"ENSG00000133895.14"	"MEN1"	chr11	-	64805634	64806368	64805634	64805770	64806231	64806368	984	49,22	177,206	123,220	98,78	536	75	0	0.0	0.037,0.015	0.149,0.283	-0.19
987	"ENSG00000124155.17"	"PIGT"	chr20	+	45416516	45418979	45416516	45416694	45418771	45418979	987	15,2	4,0	105,147	0,0	2152	75	0.000115445049607	0.000233502911534	0.116,1.0	1.0,1.0	-0.442
990	"ENSG00000124155.17"	"PIGT"	chr20	+	45416516	45418979	45416516	45416694	45418851	45418979	990	16,2	74,57	105,147	23,22	2232	75	0	0.0	0.007,0.001	0.133,0.183	-0.154
991	"ENSG00000124155.17"	"PIGT"	chr20	+	45418771	45419395	45418771	45418979	45419294	45419395	991	0,4	77,65	6,0	38,64	390	75	0.874103717016	1.0	0.0,0.012	0.029,0.0	-0.009
992	"ENSG00000124155.17"	"PIGT"	chr20	+	45420527	45421583	45420527	45420693	45421382	45421583	992	6,9	136,174	48,81	69,94	764	75	0	0.0	0.004,0.005	0.064,0.078	-0.067
995	"ENSG00000134575.9"	"ACP2"	chr11	-	47247640	47248133	47247640	47247727	47248037	47248133	995	8,3	58,56	9,0	9,53	385	75	0.402083364725	0.512565730708	0.026,0.01	0.163,0.0	-0.064
996	"ENSG00000283761.1"	"RP4-714D9.5"	chr1	+	100078450	100080659	100078450	100078548	100080495	100080659	996	12,5	68,41	43,81	69,49	2022	75	1.24856902595e-10	4.1488653739e-10	0.007,0.005	0.023,0.058	-0.035
997	"ENSG00000120798.16"	"NR2C1"	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489	997	20,20	26,26	107,137	2,27	506	75	1.87392755147e-06	4.47528689507e-06	0.102,0.102	0.888,0.429	-0.556
998	"ENSG00000089682.16"	"RBM41"	chrX	-	107088435	107088839	107088435	107088573	107088734	107088839	998	156,148	0,5	207,218	15,20	236	75	3.16465703731e-05	6.89363393118e-05	1.0,0.904	0.814,0.776	0.157
1006	"ENSG00000072778.19"	"ACADVL"	chr17	+	7220121	7220676	7220121	7220197	7220463	7220676	1006	11,10	33,15	147,141	56,10	341	75	6.09646608973e-07	1.51674716782e-06	0.068,0.128	0.366,0.756	-0.463
1007	"ENSG00000072778.19"	"ACADVL"	chr17	+	7220121	7220676	7220121	7220197	7220603	7220676	1007	69,55	2,4	336,360	8,22	481	75	0.906207273443	1.0	0.843,0.682	0.868,0.718	-0.03
1008	"ENSG00000072778.19"	"ACADVL"	chr17	+	7220463	7220676	7220463	7220529	7220603	7220676	1008	59,45	37,61	196,237	56,7	149	75	1.18667064275e-06	2.88058148876e-06	0.445,0.271	0.638,0.945	-0.433
1009	"ENSG00000072778.19"	"ACADVL"	chr17	+	7220765	7221058	7220765	7220830	7220923	7221058	1009	26,38	97,153	141,104	88,131	168	75	1.89811411033e-09	5.80197616443e-09	0.107,0.1	0.417,0.262	-0.236
1010	"ENSG00000072778.19"	"ACADVL"	chr17	+	7222666	7223237	7222666	7222865	7223132	7223237	1010	340,200	69,94	1194,1034	11,5	342	75	0	0.0	0.519,0.318	0.96,0.978	-0.55
1012	"ENSG00000072778.19"	"ACADVL"	chr17	+	7223812	7224069	7223812	7223875	7223967	7224069	1012	65,40	127,154	113,137	119,173	167	75	3.88394170647e-06	9.07143468719e-06	0.187,0.104	0.299,0.262	-0.135
1013	"ENSG00000072778.19"	"ACADVL"	chr17	+	7224320	7224552	7224320	7224393	7224479	7224552	1013	12,18	118,85	19,2	133,100	161	75	0.0969968846525	0.135947759092	0.045,0.09	0.062,0.009	0.032
1014	"ENSG00000072778.19"	"ACADVL"	chr17	+	7224320	7224552	7224320	7224393	7224483	7224552	1014	13,18	10,9	19,10	25,19	165	75	0.0202108460216	0.0308337974346	0.371,0.476	0.257,0.193	0.198
1017	"ENSG00000065029.14"	"ZNF76"	chr6	+	35286127	35286399	35286127	35286208	35286321	35286399	1017	1,1	20,34	0,0	25,35	188	75	1	1.0	0.02,0.012	0.0,0.0	0.016
1018	"ENSG00000065029.14"	"ZNF76"	chr6	+	35290640	35291403	35290640	35290716	35291277	35291403	1018	7,4	32,63	9,31	54,42	636	75	0.000199131493377	0.000393397644856	0.025,0.007	0.019,0.08	-0.034
1020	"ENSG00000189077.10"	"TMEM120A"	chr7	-	75988082	75988341	75988082	75988148	75988251	75988341	1020	35,8	29,32	19,65	13,8	178	75	0.00347826389425	0.00585921834567	0.337,0.095	0.381,0.774	-0.361
1021	"ENSG00000062598.17"	"ELMO2"	chr20	-	46368890	46370525	46368890	46368968	46370442	46370525	1021	19,9	69,86	90,20	29,20	1549	75	0	0.0	0.013,0.005	0.131,0.046	-0.08
1022	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151365188	151365684	151365188	151365281	151365562	151365684	1022	4,6	36,21	3,2	4,10	356	75	0.640260896105	0.775990722046	0.023,0.057	0.136,0.04	-0.048
1024	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151365767	151366453	151365767	151365846	151366274	151366453	1024	10,5	17,17	8,15	11,22	503	75	0.242450998074	0.320499645566	0.081,0.042	0.098,0.092	-0.034
1025	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151369003	151369554	151369003	151369189	151369441	151369554	1025	10,1	14,26	9,0	0,0	327	75	1	1.0	0.141,0.009	1.0,NA	-0.925
1026	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151369003	151369769	151369003	151369189	151369712	151369769	1026	31,11	2,0	19,13	0,0	598	75	0.690172516701	0.825000305074	0.66,1.0	1.0,1.0	-0.17
1027	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151369003	151369769	151369003	151369554	151369712	151369769	1027	11,5	9,15	6,13	10,0	233	75	0.081108716686	0.114530229466	0.282,0.097	0.162,1.0	-0.391
1028	"ENSG00000042429.11"	"MED17"	chr11	+	93793727	93794035	93793727	93793864	93793950	93794035	1028	11,7	44,51	16,54	22,46	161	75	1.02081796349e-07	2.72753564438e-07	0.104,0.06	0.253,0.354	-0.222
1029	"ENSG00000042429.11"	"MED17"	chr11	+	93794907	93796540	93794907	93795060	93796409	93796540	1029	1,0	50,51	12,0	44,81	1424	75	0.932282611404	1.0	0.001,0.0	0.014,0.0	-0.007
1030	"ENSG00000042429.11"	"MED17"	chr11	+	93807500	93809876	93807500	93807635	93809716	93809876	1030	47,6	56,57	267,273	39,67	2156	75	0	0.0	0.028,0.004	0.192,0.124	-0.142
1031	"ENSG00000042429.11"	"MED17"	chr11	+	93809716	93812378	93809716	93809876	93811852	93812378	1031	26,4	48,33	188,200	71,54	2051	75	0	0.0	0.019,0.004	0.088,0.119	-0.092
1032	"ENSG00000160949.16"	"TONSL"	chr8	-	144432284	144433759	144432284	144432460	144433587	144433759	1032	54,37	66,45	826,1244	106,52	1202	75	8.881784197e-16	4.24226992025e-15	0.049,0.049	0.327,0.599	-0.414
1036	"ENSG00000103126.14"	"AXIN1"	chr16	-	289439	293718	289439	289607	293487	293718	1036	26,7	56,49	1110,580	49,21	3955	75	0	0.0	0.009,0.003	0.3,0.344	-0.316
1038	"ENSG00000160613.12"	"PCSK7"	chr11	-	117223207	117224216	117223207	117223308	117224077	117224216	1038	6,14	38,43	78,129	20,30	844	75	0	0.0	0.014,0.028	0.257,0.276	-0.246
1042	"ENSG00000171858.17"	"RPS21"	chr20	+	62388308	62388519	62388308	62388364	62388456	62388519	1042	233,260	831,793	210,264	973,974	167	75	0.0716036172399	0.101785635892	0.112,0.128	0.088,0.109	0.021
1043	"ENSG00000112787.12"	"FBRSL1"	chr12	+	132574318	132574564	132574318	132574348	132574492	132574564	1043	16,6	85,84	1,29	120,72	219	75	0.557931160541	0.685256499529	0.061,0.024	0.003,0.121	-0.02
1044	"ENSG00000143799.12"	"PARP1"	chr1	-	226365953	226367608	226365953	226366052	226367479	226367608	1044	93,78	2125,2663	46,52	1048,1029	1502	75	1	1.0	0.002,0.001	0.002,0.003	-0.001
1045	"ENSG00000101782.14"	"RIOK3"	chr18	+	23477005	23477268	23477005	23477086	23477178	23477268	1045	15,0	88,76	71,99	30,39	167	75	0	0.0	0.071,0.0	0.515,0.533	-0.489
1049	"ENSG00000137822.12"	"TUBGCP4"	chr15	+	43401715	43403799	43401715	43401850	43403682	43403799	1049	160,253	51,44	346,332	31,3	1907	75	0.00166533690261	0.00291820646092	0.11,0.184	0.305,0.813	-0.412
1055	"ENSG00000103549.21"	"RNF40"	chr16	+	30769185	30769600	30769185	30769398	30769474	30769600	1055	38,39	379,456	58,59	285,200	151	75	1.67449739408e-07	4.37766986166e-07	0.047,0.041	0.092,0.128	-0.066
1056	"ENSG00000184613.10"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	1056	9,19	3,6	4,13	0,0	468	75	3.51103957685e-07	8.91142780492e-07	0.325,0.337	1.0,1.0	-0.669
1060	"ENSG00000169660.15"	"HEXDC"	chr17	+	82440996	82441266	82440996	82441075	82441164	82441266	1060	21,33	9,4	106,216	7,19	164	75	0.0329846600659	0.0488938915687	0.516,0.79	0.874,0.839	-0.204
1061	"ENSG00000120318.15"	"ARAP3"	chr5	-	141661683	141662255	141661683	141661789	141662042	141662255	1061	0,0	0,2	5,0	0,0	328	75	1	1.0	NA,0.0	1.0,NA	-1.0
1062	"ENSG00000197841.14"	"ZNF181"	chr19	+	34739147	34739621	34739147	34739268	34739522	34739621	1062	1,0	0,4	0,12	0,0	329	75	1	1.0	1.0,0.0	NA,1.0	-0.5
1063	"ENSG00000197841.14"	"ZNF181"	chr19	+	34739147	34739621	34739147	34739268	34739525	34739621	1063	1,0	0,2	0,12	0,0	332	75	1	1.0	1.0,0.0	NA,1.0	-0.5
1064	"ENSG00000136002.18"	"ARHGEF4"	chr2	+	131041229	131041944	131041229	131041462	131041814	131041944	1064	15,11	3,6	88,47	0,0	427	75	2.28339458452e-10	7.44899904806e-10	0.468,0.244	1.0,1.0	-0.644
1067	"ENSG00000162066.14"	"AMDHD2"	chr16	+	2520768	2521123	2520768	2520905	2520983	2521123	1067	2,0	18,16	0,0	8,26	153	75	0.422928841315	0.536520861078	0.052,0.0	0.0,0.0	0.026
1068	"ENSG00000162066.14"	"AMDHD2"	chr16	+	2528451	2528718	2528451	2528559	2528649	2528718	1068	23,13	6,4	35,100	16,1	165	75	0.167322542883	0.226746750052	0.635,0.596	0.499,0.978	-0.123
1069	"ENSG00000111642.14"	"CHD4"	chr12	-	6583026	6583378	6583026	6583113	6583197	6583378	1069	87,118	302,443	83,50	233,188	159	75	0.455805991215	0.571820150043	0.12,0.112	0.144,0.111	-0.012
1071	"ENSG00000178821.12"	"TMEM52"	chr1	-	1918252	1918934	1918252	1918431	1918892	1918934	1071	14,12	2,0	24,19	0,0	536	75	0.447646047908	0.563874621178	0.495,1.0	1.0,1.0	-0.252
1076	"ENSG00000014216.15"	"CAPN1"	chr11	+	65209848	65210096	65209848	65209917	65210017	65210096	1076	5,9	190,220	28,0	66,85	175	75	3.21136824661e-05	6.98195042605e-05	0.011,0.017	0.154,0.0	-0.063
1077	"ENSG00000014216.15"	"CAPN1"	chr11	+	65210813	65212005	65210813	65210872	65211259	65212005	1077	13,9	153,180	26,14	76,60	462	75	5.07057093868e-07	1.26801611986e-06	0.014,0.008	0.053,0.036	-0.034
1080	"ENSG00000213722.8"	"DDAH2"	chr6	-	31728172	31728745	31728172	31728292	31728645	31728745	1080	3,3	3,0	3,0	0,0	428	75	1	1.0	0.149,1.0	1.0,NA	-0.425
1081	"ENSG00000114062.18"	"UBE3A"	chr15	-	25333727	25340228	25333727	25339257	25340084	25340228	1081	13,21	74,78	40,56	99,73	902	75	0.00010415097973	0.000211923720563	0.014,0.022	0.033,0.06	-0.029
1082	"ENSG00000165516.10"	"KLHDC2"	chr14	+	49779594	49779806	49779594	49779675	49779747	49779806	1082	37,37	45,74	94,156	0,95	147	75	7.0941537797e-05	0.00014708025785	0.296,0.203	1.0,0.456	-0.478
1083	"ENSG00000167106.11"	"FAM102A"	chr9	-	127940880	127944684	127940880	127943237	127944614	127944684	1083	3,3	8,18	100,44	6,0	1452	75	3.81797260474e-10	1.2348414253e-09	0.019,0.009	0.463,1.0	-0.718
1084	"ENSG00000100395.14"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	1084	20,22	101,141	311,229	29,12	2291	75	0	0.0	0.006,0.005	0.26,0.385	-0.317
1085	"ENSG00000100395.14"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	1085	0,0	135,130	32,34	16,37	555	75	0	0.0	0.0,0.0	0.213,0.11	-0.162
1086	"ENSG00000156239.11"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	1086	631,710	2,5	1232,1458	8,11	3647	75	0.367226911626	0.471138115558	0.866,0.745	0.76,0.732	0.059
1087	"ENSG00000143379.12"	"SETDB1"	chr1	+	150962973	150963741	150962973	150963139	150963529	150963741	1087	17,1	89,89	148,76	88,71	465	75	0	0.0	0.03,0.002	0.213,0.147	-0.164
1088	"ENSG00000135451.12"	"TROAP"	chr12	+	49330144	49330943	49330144	49330573	49330660	49330943	1088	165,174	1,0	413,368	23,0	162	75	0.00030569468525	0.000591195416349	0.987,1.0	0.893,1.0	0.047
1089	"ENSG00000135451.12"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407	1089	478,437	2,9	1299,1358	0,0	715	75	4.44668583754e-06	1.0321903694e-05	0.962,0.836	1.0,1.0	-0.101
1090	"ENSG00000135451.12"	"TROAP"	chr12	+	49330144	49331407	49330144	49330943	49331213	49331407	1090	120,151	32,19	400,604	45,25	345	75	0.00489228010903	0.00809263675123	0.449,0.633	0.659,0.84	-0.209
1091	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	1091	4,23	1,13	11,8	7,6	212	75	0.549177157868	0.675726676855	0.586,0.385	0.357,0.321	0.147
1092	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115698	50115954	1092	32,25	1,0	50,12	0,0	152	75	1	1.0	0.94,1.0	1.0,1.0	-0.03
1093	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115829	50115954	1093	65,59	1,6	71,29	0,0	283	75	0.000262785419408	0.000511415062642	0.945,0.723	1.0,1.0	-0.166
1094	"ENSG00000161939.19"	"RNASEK-C17orf49"	chr17	+	7014144	7015156	7014144	7014277	7015061	7015156	1094	1182,1057	1,0	1051,551	7,0	859	75	0.0223683046011	0.0340487505268	0.99,1.0	0.929,1.0	0.03
1095	"ENSG00000161939.19"	"RNASEK-C17orf49"	chr17	+	7014144	7015156	7014144	7014878	7015061	7015156	1095	7,11	38,31	9,1	64,15	258	75	0.0754947917747	0.107048147335	0.051,0.094	0.039,0.019	0.043
1096	"ENSG00000110330.8"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348764	102349877	102350749	1096	317,352	1,0	398,280	0,0	1188	75	1	1.0	0.952,1.0	1.0,1.0	-0.024
1097	"ENSG00000131899.10"	"LLGL1"	chr17	+	18235469	18236760	18235469	18235537	18236606	18236760	1097	9,3	40,23	225,220	41,0	1144	75	7.5304310565e-09	2.21222697819e-08	0.015,0.008	0.265,1.0	-0.621
1098	"ENSG00000131899.10"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18237480	18237773	1098	26,25	52,45	156,89	36,0	616	75	7.42236939177e-06	1.70198288011e-05	0.057,0.063	0.345,1.0	-0.613
1099	"ENSG00000131899.10"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999	1099	319,270	1,0	710,511	0,0	1086	75	1	1.0	0.957,1.0	1.0,1.0	-0.022
1100	"ENSG00000137843.11"	"PAK6"	chr15	+	40275926	40277487	40275926	40276105	40277115	40277487	1100	19,33	0,0	0,13	0,6	1085	75	1	1.0	1.0,1.0	NA,0.13	0.87
1101	"ENSG00000167515.10"	"TRAPPC2L"	chr16	+	88859344	88859750	88859344	88859443	88859572	88859750	1101	20,26	1,0	45,60	0,0	204	75	1	1.0	0.88,1.0	1.0,1.0	-0.06
1102	"ENSG00000196839.12"	"ADA"	chr20	-	44620298	44621147	44620298	44620401	44621017	44621147	1102	5,8	34,20	40,38	3,62	691	75	0.00077123859656	0.00140813240533	0.016,0.042	0.591,0.062	-0.297
1103	"ENSG00000196839.12"	"ADA"	chr20	-	44622828	44623078	44622828	44622930	44623006	44623078	1103	8,8	20,25	30,21	0,10	151	75	9.15602145324e-06	2.07985611072e-05	0.166,0.137	1.0,0.511	-0.604
1105	"ENSG00000087274.16"	"ADD1"	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431	1105	19,17	9,8	43,13	0,0	809	75	9.45742373304e-11	3.16739753426e-10	0.164,0.165	1.0,1.0	-0.836
1106	"ENSG00000278053.4"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277	1106	31,24	2,0	78,87	0,0	1362	75	0.380163079018	0.486998799074	0.46,1.0	1.0,1.0	-0.27
1107	"ENSG00000092850.11"	"TEKT2"	chr1	+	36087727	36088275	36087727	36087807	36087972	36088275	1107	3,3	1,0	5,0	0,0	240	75	1	1.0	0.484,1.0	1.0,NA	-0.258
1109	"ENSG00000134909.18"	"ARHGAP32"	chr11	-	128972452	128975002	128972452	128973432	128974123	128975002	1109	7,9	12,23	20,0	14,0	766	75	1	1.0	0.054,0.037	0.123,NA	-0.077
1110	"ENSG00000242485.5"	"MRPL20"	chr1	-	1405808	1407019	1405808	1405886	1406908	1407019	1110	82,53	249,270	643,626	302,313	1097	75	0	0.0	0.022,0.013	0.127,0.12	-0.106
1111	"ENSG00000106462.10"	"EZH2"	chr7	-	148816683	148818117	148816683	148816778	148817876	148818117	1111	332,356	1,0	1492,1598	2,0	1173	75	1	1.0	0.955,1.0	0.979,1.0	-0.012
